20200501 064800,1.09795,1.09801,1.09779,1.09787,0
20200501 064900,1.09786,1.09792,1.0978,1.0978,0
20200501 065000,1.09779,1.09784,1.09772,1.09772,0
20200501 065100,1.0977,1.0978,1.09761,1.09779,0
20200501 065200,1.09779,1.09802,1.09777,1.09802,0
20200501 065300,1.098,1.09808,1.09782,1.09791,0
20200501 065400,1.0979,1.09792,1.09784,1.09788,0
20200501 065500,1.09788,1.09796,1.09782,1.09782,0
20200501 065600,1.09782,1.09797,1.09779,1.09796,0
20200501 065700,1.09797,1.09815,1.09794,1.09815,0
20200501 065800,1.09814,1.09837,1.09811,1.09828,0
20200501 065900,1.09829,1.09829,1.09812,1.09812,0
20200501 070000,1.09813,1.09815,1.09799,1.098,0
20200501 070100,1.09801,1.09812,1.09794,1.09801,0
20200501 070200,1.09801,1.09806,1.09794,1.09799,0
20200501 070300,1.09798,1.098,1.0979,1.09791,0
20200501 070400,1.09788,1.09794,1.09785,1.09785,0
20200501 070500,1.09783,1.09783,1.09765,1.09769,0
20200501 070600,1.09769,1.09769,1.09755,1.09755,0
20200501 070700,1.09758,1.09777,1.09758,1.09761,0
20200501 070800,1.09762,1.09787,1.09762,1.09775,0
20200501 070900,1.09775,1.09809,1.09775,1.09803,0
20200501 071000,1.09803,1.09808,1.09793,1.09797,0
20200501 071100,1.09797,1.09808,1.09795,1.09801,0
20200501 071200,1.09802,1.09802,1.09786,1.0979,0
20200501 071300,1.0979,1.09791,1.09774,1.09787,0
20200501 071400,1.09785,1.09799,1.09785,1.09797,0
20200501 071500,1.09797,1.09801,1.09793,1.098,0
20200501 071600,1.09801,1.09831,1.09801,1.09817,0
20200501 071700,1.09816,1.09827,1.09807,1.09817,0
20200501 071800,1.09817,1.0982,1.098,1.0981,0
20200501 071900,1.09811,1.09818,1.098,1.09801,0
20200501 072000,1.09802,1.09832,1.09802,1.09828,0
20200501 072100,1.09826,1.09826,1.09818,1.09821,0
20200501 072200,1.0982,1.09836,1.0982,1.09823,0
20200501 072300,1.09822,1.09824,1.0981,1.0981,0
20200501 072400,1.09811,1.09811,1.09804,1.09805,0
20200501 072500,1.09805,1.09805,1.0978,1.09782,0
20200501 072600,1.09783,1.09797,1.09782,1.09786,0
20200501 072700,1.09786,1.09789,1.09772,1.09778,0
20200501 072800,1.09777,1.09784,1.09757,1.09765,0
20200501 072900,1.09765,1.09795,1.09763,1.09791,0
20200501 073000,1.0979,1.09794,1.09763,1.09763,0
20200501 073100,1.09764,1.09778,1.09764,1.09766,0
20200501 073200,1.09767,1.0978,1.09745,1.09754,0
20200501 073300,1.09754,1.09754,1.09745,1.09746,0
20200501 073400,1.09745,1.09759,1.09743,1.09748,0
20200501 073500,1.09748,1.09754,1.09745,1.09751,0
20200501 073600,1.09751,1.09771,1.09751,1.0977,0
20200501 073700,1.0977,1.09786,1.09769,1.09776,0
20200501 073800,1.09777,1.0978,1.09776,1.0978,0
20200501 073900,1.09779,1.09781,1.09766,1.09776,0
